Club,Position,Age,Appearances,Wins,Losses,Shots,Shots on target,Big chances missed,Tackles,Interceptions,Clearances,Recoveries,Duels won,Duels lost,Passes,Big chances created,Crosses,Yellow cards,Red cards,Fouls,Offsides,Goals,Assists,Name
4,1,19.0,35,18,12,29.0,8.0,2.0,18.0,8.0,4.0,0.0,0.0,0.0,641,8.0,87.0,1,0,12,6.0,1,6,Callum Hudson-Odoi
5,2,33.0,181,47,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4858,0.0,0.0,4,0,1,0.0,0,1,Wayne Hennessey
5,2,33.0,57,23,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428,0.0,0.0,3,0,1,0.0,0,0,Vicente Guaita
5,2,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Stephen Henderson
5,0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Nathan Ferguson
5,0,30.0,201,66,95,0.0,0.0,0.0,483.0,368.0,796.0,1013.0,1218.0,812.0,6449,9.0,407.0,28,0,202,4.0,4,5,Joel Ward
5,0,30.0,191,57,92,0.0,0.0,0.0,350.0,326.0,439.0,1126.0,680.0,566.0,6833,25.0,388.0,19,0,94,27.0,20,14,Patrick van Aanholt
5,0,31.0,263,84,116,0.0,0.0,0.0,447.0,443.0,2029.0,989.0,1442.0,817.0,8210,8.0,51.0,46,2,167,7.0,12,7,James Tomkins
5,0,33.0,227,74,95,0.0,0.0,0.0,291.0,343.0,1536.0,785.0,1016.0,698.0,6399,11.0,24.0,34,0,145,10.0,15,11,Scott Dann
5,0,30.0,125,52,43,0.0,0.0,0.0,144.0,200.0,697.0,847.0,534.0,348.0,5917,2.0,6.0,6,1,39,1.0,3,2,Mamadou Sakho
5,0,34.0,374,166,126,0.0,0.0,0.0,471.0,452.0,2849.0,1441.0,1946.0,1036.0,12718,8.0,23.0,38,3,266,3.0,27,10,Gary Cahill
5,0,30.0,153,55,62,0.0,0.0,0.0,335.0,153.0,641.0,509.0,646.0,518.0,3820,2.0,210.0,14,0,117,1.0,0,5,Martin Kelly
5,0,21.0,6,2,3,0.0,0.0,0.0,15.0,3.0,5.0,17.0,19.0,26.0,132,0.0,5.0,1,0,2,0.0,0,0,Tyrick Mitchell
5,0,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Jaroslaw Jach
5,0,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Sam Woods
5,0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Ryan Inniss
5,3,29.0,121,41,53,144.0,55.0,4.0,264.0,227.0,202.0,736.0,597.0,597.0,5573,8.0,376.0,34,0,207,2.0,27,4,Luka Milivojevic
5,3,25.0,46,11,24,47.0,10.0,0.0,52.0,22.0,20.0,116.0,111.0,110.0,864,0.0,33.0,4,0,16,3.0,1,2,Max Meyer
5,3,30.0,197,64,76,167.0,54.0,12.0,446.0,310.0,412.0,1035.0,1311.0,1091.0,5799,3.0,104.0,25,1,242,16.0,13,10,Cheikhou Kouyaté
5,3,29.0,211,78,91,335.0,103.0,12.0,353.0,177.0,82.0,913.0,1025.0,1045.0,4717,40.0,923.0,14,0,78,22.0,22,22,Andros Townsend
5,3,27.0,148,56,61,0.0,0.0,0.0,278.0,177.0,217.0,585.0,773.0,757.0,3156,10.0,199.0,15,0,109,3.0,11,8,Jeffrey Schlupp
5,3,32.0,282,93,126,214.0,64.0,12.0,613.0,398.0,312.0,1448.0,1304.0,1452.0,10076,21.0,137.0,45,0,370,13.0,23,18,James McArthur
5,3,29.0,258,87,102,178.0,47.0,8.0,674.0,421.0,366.0,1284.0,1190.0,1014.0,10840,8.0,188.0,48,1,309,2.0,13,12,James McCarthy
5,3,24.0,29,8,13,4.0,0.0,0.0,25.0,29.0,31.0,70.0,45.0,33.0,484,0.0,8.0,0,0,6,0.0,0,0,Jairo Riedewald
5,3,22.0,2,2,0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,8.0,14,0.0,3.0,0,0,0,0.0,0,0,Eberechi Eze
5,3,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Nya Kirby
5,1,29.0,139,37,71,226.0,78.0,13.0,226.0,76.0,55.0,0.0,0.0,0.0,2968,12.0,147.0,18,2,222,44.0,25,9,Jordan Ayew
5,1,27.0,217,70,94,336.0,119.0,32.0,294.0,123.0,32.0,0.0,0.0,0.0,4555,36.0,537.0,33,1,287,79.0,39,24,Wilfried Zaha
5,1,29.0,225,73,107,544.0,208.0,82.0,80.0,26.0,214.0,0.0,0.0,0.0,5666,31.0,36.0,35,3,357,203.0,72,20,Christian Benteke
5,1,27.0,120,29,59,189.0,59.0,12.0,93.0,53.0,109.0,0.0,0.0,0.0,2003,5.0,112.0,11,0,147,26.0,19,7,Connor Wickham
5,1,18.0,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,0.0,2.0,0,0,0,0.0,0,0,Brandon Pierrick
5,1,26.0,60,37,15,73.0,25.0,9.0,13.0,7.0,6.0,0.0,0.0,0.0,421,0.0,3.0,0,0,24,29.0,13,3,Michy Batshuayi
6,2,26.0,147,48,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553,0.0,0.0,3,0,3,0.0,0,0,Jordan Pickford
6,2,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,João Virgínia
6,2,31.0,69,12,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290,0.0,0.0,2,0,0,0.0,0,2,Jonas Lössl
6,0,23.0,65,28,16,0.0,0.0,0.0,113.0,81.0,274.0,285.0,319.0,227.0,2429,7.0,62.0,11,0,43,3.0,0,4,Mason Holgate
6,0,27.0,153,53,64,0.0,0.0,0.0,157.0,249.0,978.0,656.0,899.0,574.0,6162,7.0,11.0,13,0,82,5.0,6,5,Michael Keane
6,0,27.0,72,28,27,0.0,0.0,0.0,150.0,104.0,195.0,369.0,452.0,314.0,2961,21.0,570.0,11,1,83,5.0,4,12,Lucas Digne
6,0,26.0,44,17,16,0.0,0.0,0.0,54.0,41.0,156.0,181.0,229.0,142.0,2052,2.0,4.0,6,0,33,3.0,3,1,Yerry Mina
6,0,31.0,276,114,79,0.0,0.0,0.0,480.0,296.0,542.0,1272.0,1308.0,1157.0,8930,36.0,742.0,29,2,194,29.0,20,21,Séamus Coleman
6,0,18.0,4,1,2,0.0,0.0,0.0,8.0,2.0,11.0,18.0,20.0,21.0,223,0.0,0.0,0,0,4,0.0,0,0,Jarrad Branthwaite
6,0,23.0,31,11,15,0.0,0.0,0.0,64.0,46.0,107.0,138.0,142.0,122.0,1045,3.0,67.0,3,0,28,0.0,0,2,Jonjoe Kenny
6,0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Niels Nkounkou
6,3,30.0,185,76,73,144.0,36.0,3.0,395.0,283.0,213.0,1011.0,987.0,706.0,8857,7.0,195.0,29,3,140,1.0,7,8,Fabian Delph
6,3,31.0,284,114,110,603.0,221.0,31.0,348.0,283.0,163.0,1015.0,863.0,1223.0,7752,68.0,1363.0,20,0,193,16.0,61,45,Gylfi Sigurdsson
6,3,27.0,48,18,19,27.0,5.0,1.0,64.0,27.0,25.0,308.0,229.0,338.0,2169,2.0,28.0,13,0,89,0.0,1,2,André Gomes
6,3,24.0,2,1,0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,11.0,10.0,70,0.0,0.0,0,0,2,0.0,0,0,Jean-Philippe Gbamin
6,3,22.0,106,46,34,60.0,15.0,4.0,132.0,100.0,63.0,415.0,417.0,486.0,2909,5.0,43.0,22,0,116,9.0,5,4,Tom Davies
6,3,22.0,8,2,2,0.0,0.0,0.0,6.0,2.0,1.0,9.0,9.0,14.0,82,0.0,0.0,1,0,4,0.0,0,0,Beni Baningime
6,3,29.0,2,2,0,1.0,1.0,0.0,9.0,3.0,3.0,18.0,16.0,13.0,140,0.0,2.0,0,0,4,0.0,0,0,Allan
6,3,29.0,2,2,0,4.0,1.0,0.0,3.0,3.0,0.0,9.0,12.0,10.0,109,2.0,7.0,0,0,1,0.0,1,1,James Rodríguez
6,3,27.0,131,40,65,182.0,54.0,11.0,235.0,143.0,163.0,1019.0,576.0,658.0,6811,15.0,71.0,31,0,145,10.0,17,11,Abdoulaye Doucouré
6,3,28.0,46,14,17,26.0,7.0,0.0,93.0,34.0,56.0,154.0,186.0,165.0,1339,2.0,18.0,11,0,42,0.0,0,0,Muhamed Besic
6,1,25.0,8,2,4,9.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,82,0.0,6.0,0,0,1,1.0,0,0,Sandro Ramírez
6,1,31.0,119,38,51,219.0,72.0,8.0,151.0,48.0,107.0,0.0,0.0,0.0,2124,25.0,595.0,9,1,140,46.0,11,17,Yannick Bolasie
6,1,23.0,111,41,47,280.0,85.0,28.0,190.0,53.0,109.0,0.0,0.0,0.0,2452,22.0,158.0,17,1,114,56.0,31,10,Richarlison
6,1,23.0,116,43,46,195.0,77.0,31.0,42.0,29.0,85.0,0.0,0.0,0.0,1588,9.0,47.0,17,0,138,36.0,28,9,Dominic Calvert-Lewin
6,1,31.0,346,176,93,616.0,267.0,79.0,214.0,149.0,81.0,0.0,0.0,0.0,5491,61.0,952.0,10,0,101,163.0,75,51,Theo Walcott
6,1,29.0,49,14,19,71.0,30.0,6.0,23.0,6.0,16.0,0.0,0.0,0.0,619,4.0,15.0,3,0,50,19.0,10,3,Cenk Tosun
6,1,24.0,126,59,41,157.0,65.0,10.0,99.0,44.0,33.0,0.0,0.0,0.0,3921,23.0,151.0,2,0,42,6.0,12,16,Alex Iwobi
6,1,28.0,61,23,23,35.0,10.0,5.0,81.0,43.0,19.0,0.0,0.0,0.0,1346,7.0,87.0,7,0,36,2.0,4,5,Bernard
6,1,20.0,31,9,13,31.0,13.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,131,5.0,14.0,1,0,28,4.0,2,2,Moise Kean
6,1,19.0,11,3,4,6.0,1.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,113,0.0,7.0,0,0,10,1.0,0,1,Anthony Gordon
7,2,23.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0,0,0,0.0,0,0,Marek Rodák
7,2,32.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0,0,0,0.0,0,0,Fabri
7,2,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0,0,0,0.0,0,0,Alphonse Areola
7,0,28.0,2,0,2,0.0,0.0,0.0,3.0,0.0,4.0,13.0,10.0,7.0,127,0.0,0.0,1,0,3,0.0,0,0,Michael Hector
7,0,32.0,33,7,21,0.0,0.0,0.0,49.0,45.0,147.0,200.0,156.0,120.0,1434,1.0,16.0,4,0,39,1.0,0,1,Denis Odoi
7,0,32.0,40,9,24,0.0,0.0,0.0,42.0,65.0,197.0,178.0,126.0,114.0,1517,1.0,3.0,2,0,16,0.0,0,1,Tim Ream
7,0,30.0,26,7,17,0.0,0.0,0.0,56.0,54.0,122.0,164.0,129.0,106.0,1386,1.0,17.0,5,0,28,3.0,0,1,Maxime Le Marchand
7,0,27.0,30,6,21,0.0,0.0,0.0,66.0,37.0,74.0,135.0,147.0,115.0,1036,8.0,121.0,5,0,27,2.0,0,1,Joe Bryan
7,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Antonee Robinson
7,0,24.0,1,0,1,0.0,0.0,0.0,3.0,4.0,3.0,4.0,6.0,5.0,27,1.0,6.0,1,0,3,0.0,0,1,Kenny Tete
7,0,23.0,3,3,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,16,0.0,0.0,0,0,0,0.0,0,0,Ola Aina
7,3,29.0,32,6,21,19.0,6.0,1.0,41.0,32.0,14.0,158.0,93.0,112.0,1592,7.0,108.0,6,0,32,1.0,1,2,Jean Michael Seri
7,3,31.0,41,3,29,19.0,3.0,0.0,60.0,43.0,37.0,131.0,117.0,116.0,1285,0.0,19.0,9,1,33,2.0,1,1,Kevin McDonald
7,3,28.0,9,0,9,0.0,0.0,0.0,3.0,0.0,3.0,13.0,16.0,14.0,57,0.0,7.0,0,0,3,1.0,0,0,Neeskens Kebano
7,3,29.0,12,1,9,1.0,0.0,0.0,10.0,3.0,5.0,35.0,17.0,18.0,250,0.0,9.0,4,0,6,0.0,0,0,Stefan Johansen
7,3,29.0,43,7,28,33.0,7.0,0.0,57.0,32.0,22.0,219.0,187.0,146.0,1882,4.0,57.0,2,0,22,0.0,2,1,Tom Cairney
7,3,23.0,15,8,4,4.0,2.0,0.0,10.0,1.0,2.0,8.0,17.0,17.0,109,0.0,5.0,0,0,4,1.0,0,0,Josh Onomah
7,3,24.0,24,4,18,22.0,5.0,0.0,54.0,37.0,30.0,135.0,148.0,151.0,1113,1.0,3.0,1,1,26,2.0,0,1,André-Frank Zambo Anguissa
7,3,27.0,47,8,22,48.0,10.0,0.0,105.0,80.0,63.0,260.0,278.0,207.0,1787,3.0,19.0,7,0,60,3.0,2,2,Mario Lemina
7,3,25.0,19,9,5,6.0,3.0,0.0,36.0,26.0,14.0,45.0,60.0,64.0,419,0.0,4.0,0,0,8,0.0,0,0,Harrison Reed
7,3,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Tyrese Francois
7,1,26.0,79,17,46,221.0,85.0,24.0,44.0,13.0,88.0,0.0,0.0,0.0,1841,6.0,14.0,12,2,117,51.0,23,7,Aleksandar Mitrovic
7,1,27.0,29,7,19,29.0,10.0,1.0,17.0,3.0,12.0,0.0,0.0,0.0,324,1.0,7.0,0,0,6,11.0,6,2,Bobby De Cordova-Reid
7,1,26.0,25,10,11,13.0,4.0,1.0,6.0,7.0,5.0,0.0,0.0,0.0,357,2.0,59.0,1,0,15,6.0,3,1,Ivan Cavaleiro
7,1,25.0,15,2,10,22.0,10.0,4.0,8.0,1.0,5.0,0.0,0.0,0.0,262,1.0,20.0,2,0,26,7.0,3,0,Aboubakar Kamara
8,2,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Kiko Casilla
8,2,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Elia Caprile
8,0,29.0,2,1,1,0.0,0.0,0.0,10.0,0.0,4.0,9.0,17.0,10.0,108,0.0,3.0,0,0,1,0.0,0,0,Luke Ayling
8,0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Barry Douglas
8,0,29.0,3,1,2,0.0,0.0,0.0,3.0,6.0,23.0,9.0,14.0,6.0,70,0.0,0.0,0,0,1,0.0,0,0,Liam Cooper
8,0,21.0,1,0,1,0.0,0.0,0.0,4.0,3.0,11.0,4.0,5.0,0.0,59,0.0,0.0,0,0,0,0.0,0,0,Pascal Struijk
8,0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Leif Davis
8,0,24.0,2,1,1,0.0,0.0,0.0,5.0,2.0,5.0,10.0,17.0,12.0,107,0.0,0.0,0,0,3,0.0,0,0,Robin Koch
8,0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Oliver Casey
8,0,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Charlie Cresswell
8,0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Robbie Gotts
8,3,28.0,35,6,16,28.0,6.0,2.0,62.0,36.0,23.0,176.0,133.0,169.0,1355,3.0,51.0,4,0,33,1.0,0,1,Adam Forshaw
8,3,0.0,1,1,0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,11,0.0,1.0,0,0,1,0.0,0,0,Ezgjan Alioski
8,3,29.0,2,1,1,0.0,0.0,0.0,12.0,4.0,7.0,18.0,19.0,5.0,101,0.0,1.0,0,0,0,0.0,0,0,Stuart Dallas
8,3,35.0,58,15,26,78.0,21.0,2.0,56.0,54.0,26.0,203.0,159.0,254.0,2341,12.0,183.0,5,0,29,10.0,5,13,Pablo Hernández
8,3,24.0,2,1,1,1.0,0.0,0.0,8.0,4.0,6.0,15.0,12.0,7.0,92,0.0,10.0,0,0,0,0.0,0,1,Kalvin Phillips
8,3,30.0,2,1,1,2.0,2.0,0.0,6.0,4.0,2.0,16.0,11.0,18.0,92,0.0,3.0,1,0,5,1.0,2,1,Mateusz Klich
8,3,20.0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3,0.0,0.0,0,0,0,0.0,0,0,Jamie Shackleton
8,3,23.0,2,1,1,3.0,1.0,0.0,3.0,2.0,0.0,7.0,11.0,15.0,47,0.0,4.0,0,0,1,3.0,1,0,Jack Harrison
8,3,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Alfie McCalmont
8,3,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Mateusz Bogusz
8,1,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Ian Poveda-Ocampo
8,1,27.0,29,4,20,20.0,9.0,2.0,14.0,6.0,9.0,0.0,0.0,0.0,193,0.0,8.0,1,0,23,7.0,3,1,Patrick Bamford
8,1,21.0,3,1,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,2.0,1,0,3,0.0,0,0,Tyler Roberts
8,1,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Joe Gelhardt
8,1,29.0,19,4,12,20.0,5.0,0.0,15.0,12.0,5.0,0.0,0.0,0.0,190,5.0,26.0,0,0,9,2.0,1,1,Rodrigo Moreno
9,2,33.0,211,91,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198,0.0,0.0,11,0,0,0.0,0,0,Kasper Schmeichel
9,2,27.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0,0,0,0.0,0,0,Danny Ward
9,2,35.0,28,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769,0.0,0.0,0,0,0,0.0,0,0,Eldin Jakupovic
9,0,22.0,15,8,4,0.0,0.0,0.0,39.0,15.0,28.0,75.0,96.0,90.0,792,1.0,46.0,2,0,11,1.0,1,1,James Justin
9,0,24.0,42,20,11,0.0,0.0,0.0,69.0,52.0,180.0,222.0,237.0,140.0,2696,1.0,6.0,5,1,39,1.0,1,1,Çaglar Söyüncü
9,0,36.0,168,70,60,0.0,0.0,0.0,200.0,313.0,879.0,585.0,797.0,493.0,4435,1.0,6.0,12,3,129,5.0,8,2,Wes Morgan
9,0,32.0,297,145,86,0.0,0.0,0.0,457.0,585.0,1843.0,1587.0,1417.0,825.0,13240,5.0,59.0,44,3,239,3.0,11,9,Jonny Evans
9,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Filip Benkovic
9,0,25.0,46,17,19,0.0,0.0,0.0,68.0,50.0,76.0,248.0,153.0,156.0,1469,0.0,6.0,5,1,41,1.0,1,1,Daniel Amartey
9,0,26.0,63,29,24,0.0,0.0,0.0,237.0,109.0,180.0,387.0,557.0,459.0,3104,15.0,164.0,8,0,86,2.0,5,8,Ricardo Pereira
9,0,34.0,107,48,32,0.0,0.0,0.0,255.0,248.0,365.0,615.0,513.0,423.0,4051,11.0,325.0,15,0,79,2.0,2,9,Christian Fuchs
9,0,19.0,3,1,2,0.0,0.0,0.0,1.0,3.0,7.0,12.0,12.0,15.0,153,0.0,16.0,0,0,1,0.0,0,1,Luke Thomas
9,0,24.0,2,2,0,0.0,0.0,0.0,4.0,3.0,3.0,8.0,11.0,6.0,128,0.0,6.0,0,0,1,0.0,1,1,Timothy Castagne
9,3,24.0,132,53,50,138.0,47.0,9.0,76.0,39.0,39.0,312.0,311.0,401.0,1920,13.0,263.0,7,0,36,12.0,10,9,Demarai Gray
9,3,23.0,52,25,17,89.0,27.0,1.0,71.0,32.0,23.0,279.0,218.0,216.0,2594,14.0,114.0,4,0,43,1.0,6,10,Youri Tielemans
9,3,23.0,69,31,25,157.0,46.0,11.0,107.0,21.0,10.0,291.0,394.0,328.0,2913,21.0,429.0,7,1,62,6.0,13,10,James Maddison
9,3,30.0,258,91,94,220.0,70.0,13.0,425.0,261.0,169.0,1232.0,962.0,1124.0,5597,60.0,1593.0,32,1,167,17.0,17,37,Marc Albrighton
9,3,22.0,57,26,21,112.0,43.0,12.0,28.0,11.0,9.0,138.0,180.0,192.0,1083,9.0,67.0,0,0,30,6.0,8,11,Harvey Barnes
9,3,22.0,37,16,13,13.0,4.0,1.0,50.0,47.0,28.0,106.0,86.0,96.0,900,2.0,8.0,3,1,24,0.0,1,2,Hamza Choudhury
9,3,29.0,42,12,21,38.0,8.0,4.0,61.0,67.0,62.0,197.0,172.0,146.0,1260,3.0,110.0,4,1,34,0.0,0,1,Matty James
9,3,31.0,14,4,7,11.0,2.0,0.0,24.0,15.0,1.0,63.0,52.0,75.0,512,1.0,4.0,3,0,9,0.0,0,1,Adrien Silva
9,3,23.0,122,52,44,153.0,24.0,4.0,482.0,253.0,297.0,1022.0,1066.0,866.0,6181,3.0,27.0,20,2,189,5.0,6,5,Wilfred Ndidi
9,3,26.0,29,13,11,21.0,5.0,0.0,37.0,20.0,12.0,85.0,72.0,89.0,604,4.0,25.0,2,0,20,1.0,2,3,Dennis Praet
9,3,28.0,19,5,12,19.0,5.0,1.0,14.0,7.0,3.0,0.0,0.0,0.0,422,3.0,45.0,3,0,13,0.0,1,0,Rachid Ghezzal
9,3,28.0,44,20,16,3.0,1.0,0.0,45.0,37.0,30.0,198.0,141.0,113.0,1559,0.0,6.0,7,0,34,0.0,0,0,Nampalys Mendy
9,3,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Cengiz Ünder
9,1,33.0,213,86,77,458.0,223.0,78.0,124.0,59.0,90.0,0.0,0.0,0.0,2961,50.0,256.0,20,3,179,195.0,105,29,Jamie Vardy
9,1,32.0,39,14,18,42.0,17.0,9.0,14.0,4.0,6.0,0.0,0.0,0.0,580,2.0,10.0,2,0,30,15.0,8,5,Islam Slimani
9,1,23.0,117,42,45,133.0,56.0,17.0,38.0,11.0,21.0,0.0,0.0,0.0,1327,15.0,27.0,6,0,80,30.0,21,13,Kelechi Iheanacho
9,1,27.0,178,58,79,275.0,114.0,22.0,240.0,137.0,96.0,0.0,0.0,0.0,3435,26.0,197.0,9,0,182,46.0,41,13,Ayoze Pérez
9,1,24.0,15,3,7,6.0,2.0,1.0,11.0,8.0,7.0,35.0,57.0,53.0,241,0.0,12.0,1,0,1,2.0,0,1,Fousseni Diabaté
