Club,Position,Age,Appearances,Wins,Losses,Shots,Shots on target,Big chances missed,Tackles,Interceptions,Clearances,Recoveries,Duels won,Duels lost,Passes,Big chances created,Crosses,Yellow cards,Red cards,Fouls,Offsides,Goals,Assists,Name
10,2,27.0,29,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789,0.0,0.0,1,0,2,0.0,0,0,Loris Karius
10,2,27.0,69,55,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,0.0,0.0,1,1,1,0.0,0,1,Alisson
10,2,33.0,136,56,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401,0.0,0.0,10,2,5,0.0,0,0,Adrián
10,2,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Caoimhin Kelleher
10,2,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Kamil Grabara
10,0,29.0,159,98,30,0.0,0.0,0.0,184.0,278.0,924.0,837.0,1083.0,397.0,10554,13.0,3.0,8,1,88,4.0,14,3,Virgil van Dijk
10,0,23.0,73,52,6,0.0,0.0,0.0,111.0,100.0,166.0,406.0,322.0,245.0,4387,2.0,68.0,15,0,58,1.0,0,3,Joseph Gomez
10,0,26.0,153,86,36,0.0,0.0,0.0,270.0,191.0,282.0,880.0,522.0,466.0,8312,40.0,655.0,20,0,80,11.0,4,33,Andrew Robertson
10,0,29.0,86,58,7,0.0,0.0,0.0,134.0,125.0,362.0,419.0,428.0,201.0,5249,2.0,6.0,9,0,52,1.0,4,0,Joel Matip
10,0,21.0,95,74,8,0.0,0.0,0.0,158.0,114.0,184.0,546.0,264.0,319.0,5323,32.0,708.0,11,0,50,10.0,6,26,Trent Alexander-Arnold
10,0,19.0,6,4,1,0.0,0.0,0.0,5.0,9.0,3.0,16.0,19.0,15.0,167,0.0,14.0,1,0,5,0.0,0,0,Neco Williams
10,0,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Konstantinos Tsimikas
10,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Nathaniel Phillips
10,0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Sepp van den Berg
10,3,26.0,58,46,4,29.0,8.0,1.0,126.0,67.0,43.0,292.0,293.0,242.0,3291,4.0,19.0,12,0,63,0.0,3,5,Fabinho
10,3,29.0,181,111,32,224.0,86.0,16.0,200.0,117.0,124.0,989.0,696.0,725.0,7603,15.0,67.0,7,0,84,15.0,25,16,Georginio Wijnaldum
10,3,34.0,539,272,133,496.0,151.0,14.0,803.0,437.0,423.0,1751.0,1843.0,2223.0,16171,46.0,2247.0,65,3,438,45.0,55,84,James Milner
10,3,25.0,45,36,2,40.0,17.0,4.0,69.0,25.0,17.0,202.0,164.0,174.0,1760,6.0,12.0,1,0,35,1.0,4,4,Naby Keita
10,3,30.0,342,185,79,344.0,99.0,16.0,673.0,437.0,336.0,1878.0,1182.0,1223.0,17932,49.0,792.0,34,2,299,29.0,30,46,Jordan Henderson
10,3,27.0,196,114,41,237.0,65.0,11.0,188.0,133.0,75.0,566.0,707.0,704.0,4570,27.0,421.0,10,0,104,13.0,16,22,Alex Oxlade-Chamberlain
10,3,24.0,8,4,3,4.0,2.0,0.0,3.0,0.0,0.0,3.0,12.0,7.0,47,0.0,0.0,1,0,2,0.0,0,0,Marko Grujic
10,3,19.0,7,6,0,6.0,2.0,0.0,4.0,2.0,0.0,17.0,9.0,18.0,143,0.0,0.0,0,0,4,0.0,1,0,Curtis Jones
10,3,23.0,31,7,19,56.0,20.0,2.0,23.0,11.0,11.0,85.0,87.0,92.0,575,4.0,35.0,2,0,12,1.0,7,0,Harry Wilson
10,3,17.0,4,2,2,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,22,0.0,3.0,0,0,0,0.0,0,0,Harvey Elliott
10,3,28.0,115,49,37,187.0,64.0,10.0,70.0,43.0,15.0,446.0,330.0,467.0,3039,32.0,555.0,12,0,79,30.0,22,18,Xherdan Shaqiri
10,3,29.0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,7.0,82,0.0,1.0,0,0,3,0.0,0,0,Thiago
10,1,28.0,177,115,23,424.0,182.0,51.0,259.0,73.0,61.0,0.0,0.0,0.0,6222,50.0,159.0,8,0,206,60.0,57,36,Roberto Firmino
10,1,28.0,196,121,35,445.0,190.0,65.0,226.0,97.0,53.0,0.0,0.0,0.0,6136,43.0,278.0,21,3,215,117.0,86,29,Sadio Mané
10,1,28.0,123,90,12,449.0,201.0,58.0,58.0,25.0,11.0,0.0,0.0,0.0,3357,41.0,200.0,4,0,63,65.0,78,29,Mohamed Salah
10,1,25.0,11,7,3,8.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,107,0.0,2.0,0,0,7,0.0,0,0,Takumi Minamino
10,1,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Rhian Brewster
10,1,25.0,91,57,14,89.0,39.0,8.0,34.0,7.0,9.0,0.0,0.0,0.0,861,3.0,68.0,1,0,47,26.0,19,6,Divock Origi
10,1,20.0,6,5,1,2.0,0.0,0.0,4.0,0.0,0.0,6.0,7.0,12.0,40,0.0,5.0,0,0,2,0.0,0,0,Ben Woodburn
10,1,23.0,67,27,19,127.0,50.0,20.0,56.0,22.0,20.0,0.0,0.0,0.0,1585,13.0,74.0,15,0,84,9.0,16,6,Diogo Jota
11,2,27.0,110,87,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781,0.0,0.0,6,1,4,0.0,0,1,Ederson
11,2,35.0,145,44,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722,0.0,0.0,6,1,4,0.0,0,2,Scott Carson
11,2,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Zack Steffen
11,0,25.0,147,52,67,0.0,0.0,0.0,255.0,206.0,757.0,634.0,661.0,443.0,5634,9.0,61.0,15,1,97,7.0,12,6,Nathan Aké
11,0,30.0,293,183,50,0.0,0.0,0.0,600.0,498.0,820.0,1592.0,1510.0,1104.0,15694,25.0,748.0,45,1,239,22.0,7,29,Kyle Walker
11,0,26.0,163,90,39,0.0,0.0,0.0,180.0,191.0,601.0,717.0,664.0,316.0,8950,5.0,18.0,7,0,45,3.0,1,0,John Stones
11,0,23.0,41,34,6,28.0,6.0,0.0,88.0,43.0,42.0,188.0,173.0,161.0,3066,5.0,101.0,2,1,35,4.0,0,3,Oleksandr Zinchenko
11,0,26.0,59,50,6,0.0,0.0,0.0,63.0,70.0,147.0,342.0,226.0,144.0,4957,1.0,8.0,5,0,40,2.0,4,3,Aymeric Laporte
11,0,26.0,37,29,3,0.0,0.0,0.0,40.0,35.0,43.0,175.0,104.0,164.0,1999,7.0,176.0,7,0,32,1.0,0,8,Benjamin Mendy
11,0,26.0,17,12,4,0.0,0.0,0.0,40.0,21.0,16.0,99.0,104.0,79.0,1010,6.0,47.0,4,0,17,0.0,0,0,João Cancelo
11,0,32.0,136,94,22,0.0,0.0,0.0,269.0,286.0,649.0,707.0,766.0,476.0,9366,3.0,7.0,31,0,118,1.0,8,1,Nicolás Otamendi
11,0,19.0,13,11,2,0.0,0.0,0.0,6.0,18.0,31.0,38.0,25.0,34.0,728,0.0,1.0,1,0,9,0.0,0,0,Eric García
11,3,23.0,6,0,6,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,3.0,30,0.0,0.0,1,0,2,0.0,0,0,Patrick Roberts
11,3,29.0,102,75,17,127.0,34.0,7.0,83.0,84.0,45.0,462.0,262.0,273.0,5854,12.0,143.0,13,0,45,2.0,15,6,Ilkay Gündogan
11,3,24.0,36,25,8,25.0,9.0,0.0,53.0,27.0,32.0,235.0,177.0,147.0,2673,3.0,8.0,9,0,45,0.0,3,2,Rodrigo
11,3,29.0,156,109,22,367.0,133.0,13.0,214.0,88.0,59.0,758.0,633.0,768.0,8407,97.0,1109.0,14,0,122,16.0,37,67,Kevin De Bruyne
11,3,26.0,105,81,15,139.0,51.0,17.0,115.0,59.0,46.0,366.0,334.0,378.0,4015,21.0,192.0,8,0,63,4.0,19,18,Bernardo Silva
11,3,35.0,225,156,36,217.0,63.0,11.0,549.0,353.0,415.0,1300.0,1338.0,1193.0,14806,24.0,69.0,46,4,324,4.0,18,16,Fernandinho
11,3,20.0,42,38,3,50.0,22.0,3.0,25.0,10.0,4.0,52.0,99.0,96.0,819,3.0,38.0,0,0,17,1.0,7,3,Phil Foden
11,3,18.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20,0.0,0.0,0,0,0,0.0,0,0,Tommy Doyle
11,3,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Adrián Bernabé
11,1,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0.0,0,0,Ferran Torres
11,1,25.0,260,161,55,545.0,222.0,72.0,256.0,125.0,52.0,0.0,0.0,0.0,8317,61.0,514.0,28,1,297,95.0,86,45,Raheem Sterling
11,1,23.0,103,80,12,227.0,122.0,58.0,56.0,25.0,17.0,0.0,0.0,0.0,1830,16.0,14.0,13,0,79,59.0,42,17,Gabriel Jesus
11,1,32.0,263,177,44,996.0,411.0,126.0,150.0,73.0,14.0,0.0,0.0,0.0,6134,59.0,176.0,23,1,167,194.0,180,46,Sergio Agüero
11,1,29.0,199,98,58,426.0,185.0,28.0,211.0,141.0,50.0,0.0,0.0,0.0,6019,80.0,741.0,7,0,117,45.0,57,40,Riyad Mahrez
11,1,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Liam Delap
12,2,29.0,314,174,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009,0.0,0.0,6,0,1,0.0,0,0,David de Gea
12,2,37.0,31,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959,0.0,0.0,1,0,0,0.0,0,0,Lee Grant
12,2,33.0,7,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,0.0,0.0,0,0,0,0.0,0,0,Sergio Romero
12,2,23.0,36,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934,0.0,0.0,2,0,0,0.0,0,0,Dean Henderson
12,0,26.0,83,41,19,0.0,0.0,0.0,86.0,63.0,311.0,461.0,319.0,191.0,4419,5.0,4.0,8,0,53,0.0,2,1,Victor Lindelöf
12,0,26.0,54,35,7,0.0,0.0,0.0,92.0,102.0,226.0,281.0,229.0,123.0,1682,0.0,2.0,6,1,45,0.0,1,0,Eric Bailly
12,0,28.0,200,104,44,0.0,0.0,0.0,394.0,404.0,1073.0,872.0,1051.0,608.0,7835,11.0,137.0,27,0,155,3.0,2,6,Phil Jones
12,0,27.0,140,50,58,0.0,0.0,0.0,191.0,233.0,639.0,871.0,895.0,433.0,7325,9.0,34.0,26,1,117,17.0,8,7,Harry Maguire
12,0,30.0,219,122,56,0.0,0.0,0.0,283.0,360.0,1287.0,897.0,1082.0,629.0,8092,3.0,63.0,18,1,192,14.0,12,2,Chris Smalling
12,0,30.0,76,45,10,0.0,0.0,0.0,140.0,130.0,383.0,358.0,351.0,264.0,3503,1.0,83.0,23,0,81,2.0,1,1,Marcos Rojo
12,0,21.0,20,9,7,0.0,0.0,0.0,27.0,12.0,31.0,58.0,65.0,37.0,474,5.0,53.0,3,0,13,2.0,0,2,Diogo Dalot
12,0,25.0,157,68,39,0.0,0.0,0.0,275.0,167.0,464.0,681.0,821.0,630.0,6663,14.0,425.0,29,1,138,7.0,1,7,Luke Shaw
12,0,22.0,49,17,23,0.0,0.0,0.0,80.0,65.0,110.0,175.0,151.0,135.0,1316,2.0,40.0,8,0,36,2.0,0,1,Timothy Fosu-Mensah
12,0,22.0,77,32,26,0.0,0.0,0.0,287.0,165.0,221.0,423.0,529.0,300.0,3019,8.0,179.0,13,1,46,3.0,0,7,Aaron Wan-Bissaka
12,0,22.0,10,4,3,0.0,0.0,0.0,11.0,12.0,12.0,28.0,24.0,37.0,279,0.0,1.0,0,0,9,0.0,0,0,Axel Tuanzebe
12,0,20.0,17,8,3,0.0,0.0,0.0,21.0,16.0,14.0,68.0,62.0,53.0,551,0.0,12.0,6,0,13,1.0,1,0,Brandon Williams
12,0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Teden Mengi
12,3,27.0,112,63,18,301.0,110.0,21.0,157.0,83.0,116.0,718.0,824.0,753.0,7139,21.0,105.0,19,1,190,13.0,25,26,Paul Pogba
12,3,32.0,262,136,61,362.0,133.0,29.0,196.0,132.0,63.0,1084.0,616.0,890.0,11379,68.0,1099.0,19,1,134,102.0,51,52,Juan Mata
12,3,27.0,133,68,31,178.0,69.0,18.0,130.0,52.0,34.0,336.0,358.0,526.0,3536,18.0,121.0,15,0,140,20.0,18,10,Jesse Lingard
12,3,24.0,45,21,13,45.0,16.0,1.0,34.0,20.0,12.0,140.0,101.0,213.0,1111,8.0,88.0,10,0,42,4.0,2,4,Andreas Pereira
12,3,27.0,46,22,14,57.0,12.0,1.0,89.0,54.0,35.0,339.0,205.0,250.0,2437,4.0,76.0,10,0,67,2.0,1,1,Fred
12,3,26.0,15,9,1,47.0,19.0,4.0,24.0,11.0,14.0,75.0,57.0,76.0,871,3.0,87.0,2,0,10,2.0,8,7,Bruno Fernandes
12,3,22.0,34,15,9,43.0,20.0,2.0,22.0,7.0,6.0,94.0,111.0,141.0,722,6.0,100.0,4,0,14,2.0,3,6,Daniel James
12,3,32.0,208,127,36,134.0,35.0,7.0,491.0,337.0,406.0,1583.0,1196.0,1009.0,12463,11.0,92.0,36,3,234,14.0,6,19,Nemanja Matic
12,3,23.0,59,33,13,48.0,17.0,3.0,69.0,62.0,62.0,259.0,288.0,224.0,1926,2.0,22.0,6,0,59,1.0,6,1,Scott McTominay
12,3,23.0,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,22,0.0,0.0,0,0,0,0.0,1,0,Donny van de Beek
12,1,24.0,146,73,37,268.0,122.0,24.0,77.0,29.0,56.0,0.0,0.0,0.0,3712,35.0,200.0,8,0,125,49.0,51,23,Anthony Martial
12,1,22.0,143,76,28,301.0,130.0,39.0,74.0,35.0,70.0,0.0,0.0,0.0,2979,27.0,258.0,12,1,90,52.0,44,21,Marcus Rashford
12,1,31.0,67,23,27,153.0,62.0,25.0,39.0,18.0,30.0,0.0,0.0,0.0,1045,1.0,20.0,5,0,65,37.0,16,4,Odion Ighalo
12,1,18.0,35,14,10,49.0,24.0,5.0,20.0,6.0,6.0,0.0,0.0,0.0,577,1.0,12.0,0,0,12,5.0,10,1,Mason Greenwood
13,2,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Mark Gillespie
13,2,31.0,88,29,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318,0.0,0.0,1,0,0,0.0,0,0,Martin Dubravka
13,2,29.0,21,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554,0.0,0.0,0,0,0,0.0,0,0,Karl Darlow
13,2,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Daniel Langley
13,0,30.0,179,45,85,0.0,0.0,0.0,306.0,304.0,1256.0,683.0,872.0,605.0,5675,10.0,41.0,47,2,171,2.0,14,5,Ciaran Clark
13,0,28.0,128,42,56,0.0,0.0,0.0,216.0,177.0,606.0,387.0,590.0,345.0,3814,4.0,202.0,12,1,58,1.0,2,0,Paul Dummett
13,0,28.0,46,17,21,0.0,0.0,0.0,99.0,114.0,209.0,225.0,268.0,229.0,1755,1.0,29.0,17,0,57,3.0,6,1,Fabian Schär
13,0,26.0,109,34,48,0.0,0.0,0.0,90.0,123.0,645.0,546.0,489.0,275.0,3699,2.0,5.0,16,1,69,3.0,6,1,Jamaal Lascelles
13,0,26.0,17,5,8,0.0,0.0,0.0,18.0,8.0,40.0,43.0,36.0,28.0,329,1.0,20.0,0,0,4,0.0,0,1,Emil Krafth
13,0,31.0,170,55,72,0.0,0.0,0.0,254.0,305.0,1070.0,756.0,777.0,578.0,7218,5.0,48.0,25,0,135,8.0,4,7,Federico Fernández
13,0,26.0,92,25,45,0.0,0.0,0.0,171.0,100.0,221.0,310.0,359.0,299.0,2235,4.0,168.0,15,0,72,11.0,1,5,Javier Manquillo
13,0,27.0,103,29,48,0.0,0.0,0.0,169.0,107.0,269.0,385.0,398.0,390.0,2500,6.0,219.0,16,1,102,15.0,2,5,DeAndre Yedlin
13,0,22.0,30,4,24,0.0,0.0,0.0,53.0,27.0,57.0,150.0,122.0,107.0,1101,1.0,48.0,5,0,16,2.0,1,0,Jamal Lewis
13,3,25.0,34,6,22,24.0,8.0,1.0,19.0,7.0,15.0,97.0,76.0,120.0,325,4.0,56.0,0,0,12,1.0,1,2,Jacob Murphy
13,3,28.0,215,77,86,374.0,114.0,17.0,261.0,198.0,175.0,1111.0,573.0,609.0,8878,30.0,610.0,33,4,178,12.0,20,23,Jonjo Shelvey
13,3,31.0,128,38,58,206.0,51.0,7.0,193.0,150.0,173.0,637.0,507.0,649.0,4121,27.0,753.0,24,0,159,8.0,11,20,Matt Ritchie
13,3,25.0,82,31,31,55.0,17.0,2.0,171.0,104.0,102.0,316.0,424.0,372.0,2149,9.0,66.0,15,2,92,2.0,3,6,Isaac Hayden
13,3,26.0,48,17,18,76.0,25.0,11.0,81.0,39.0,20.0,256.0,222.0,205.0,1098,4.0,65.0,5,0,37,28.0,4,3,Miguel Almirón
13,3,28.0,80,25,32,72.0,28.0,4.0,52.0,26.0,41.0,245.0,217.0,380.0,1096,12.0,117.0,5,0,34,14.0,3,6,Christian Atsu
13,3,22.0,33,12,15,33.0,9.0,0.0,52.0,29.0,28.0,119.0,123.0,134.0,925,3.0,36.0,4,1,24,0.0,2,1,Sean Longstaff
13,3,20.0,9,2,4,4.0,2.0,0.0,3.0,5.0,3.0,38.0,17.0,29.0,255,1.0,2.0,1,0,6,0.0,2,0,Matthew Longstaff
13,3,28.0,124,41,55,99.0,25.0,7.0,91.0,80.0,93.0,510.0,349.0,520.0,3063,7.0,95.0,19,1,97,34.0,10,6,Jeff Hendrick
13,3,26.0,121,34,59,132.0,61.0,7.0,57.0,67.0,80.0,413.0,364.0,360.0,3469,41.0,711.0,7,0,40,14.0,16,26,Ryan Fraser
13,3,29.0,5,3,2,1.0,1.0,0.0,18.0,9.0,10.0,24.0,23.0,20.0,106,0.0,2.0,0,0,1,0.0,1,0,Henri Saivet
13,3,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Daniel Barlaser
13,1,31.0,232,81,92,534.0,172.0,49.0,103.0,74.0,323.0,0.0,0.0,0.0,4726,28.0,114.0,33,2,321,77.0,53,22,Andy Carroll
13,1,24.0,40,12,17,51.0,15.0,8.0,36.0,11.0,31.0,0.0,0.0,0.0,836,3.0,6.0,7,0,32,22.0,2,2,Joelinton
13,1,23.0,28,11,9,47.0,21.0,4.0,15.0,9.0,5.0,0.0,0.0,0.0,458,8.0,46.0,0,0,19,3.0,3,4,Allan Saint-Maximin
13,1,29.0,119,28,64,160.0,59.0,23.0,61.0,26.0,41.0,0.0,0.0,0.0,1201,6.0,64.0,8,1,77,34.0,25,6,Dwight Gayle
13,1,28.0,128,39,60,226.0,91.0,42.0,41.0,19.0,48.0,0.0,0.0,0.0,1694,21.0,78.0,13,0,177,94.0,42,12,Callum Wilson
14,2,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Wes Foderingham
14,2,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Michael Verrips
14,2,30.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0,0,0,0.0,0,0,Simon Moore
14,2,22.0,39,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,0.0,0.0,0,0,0,0.0,0,1,Aaron Ramsdale
14,0,27.0,40,14,14,0.0,0.0,0.0,64.0,36.0,70.0,177.0,192.0,182.0,1178,3.0,136.0,7,0,52,11.0,2,3,George Baldock
14,0,30.0,47,16,17,0.0,0.0,0.0,98.0,48.0,96.0,253.0,228.0,219.0,1670,9.0,135.0,8,0,46,2.0,2,4,Enda Stevens
14,0,26.0,35,13,11,0.0,0.0,0.0,26.0,44.0,151.0,192.0,190.0,124.0,1634,6.0,52.0,4,0,22,3.0,0,1,Jack O'Connell
14,0,32.0,61,20,24,0.0,0.0,0.0,126.0,93.0,215.0,246.0,324.0,191.0,1656,2.0,65.0,5,0,39,5.0,1,3,Chris Basham
14,0,27.0,38,14,13,0.0,0.0,0.0,46.0,58.0,168.0,181.0,204.0,133.0,1340,1.0,3.0,4,2,37,1.0,2,0,John Egan
14,0,27.0,9,2,3,0.0,0.0,0.0,14.0,10.0,28.0,37.0,35.0,21.0,291,0.0,7.0,1,0,5,1.0,0,0,Jack Robinson
14,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Kean Bryan
14,0,38.0,366,147,111,0.0,0.0,0.0,703.0,618.0,2974.0,1626.0,1842.0,928.0,14775,8.0,131.0,23,2,159,3.0,18,9,Phil Jagielka
14,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Max Lowe
14,0,20.0,2,1,1,0.0,0.0,0.0,2.0,0.0,9.0,1.0,4.0,3.0,28,0.0,0.0,0,0,0,0.0,0,0,Ethan Ampadu
14,0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Jayden Bogle
14,3,29.0,32,10,13,32.0,11.0,2.0,39.0,26.0,22.0,177.0,120.0,136.0,1047,5.0,158.0,8,0,27,1.0,5,2,John Fleck
14,3,26.0,36,12,13,44.0,11.0,5.0,47.0,34.0,44.0,165.0,105.0,148.0,1247,8.0,75.0,6,0,30,7.0,5,3,John Lundstram
14,3,29.0,39,14,13,17.0,6.0,0.0,66.0,49.0,40.0,280.0,136.0,135.0,2062,6.0,205.0,8,0,32,1.0,1,1,Oliver Norwood
