Club,Position,Age,Appearances,Wins,Losses,Shots,Shots on target,Big chances missed,Tackles,Interceptions,Clearances,Recoveries,Duels won,Duels lost,Passes,Big chances created,Crosses,Yellow cards,Red cards,Fouls,Offsides,Goals,Assists,Name
14,3,26.0,14,8,3,3.0,1.0,0.0,15.0,6.0,6.0,45.0,31.0,38.0,244,1.0,18.0,0,0,9,1.0,0,0,Ben Osborn
14,3,22.0,16,6,7,7.0,2.0,1.0,24.0,11.0,16.0,62.0,85.0,53.0,412,1.0,23.0,0,0,19,1.0,1,1,Sander Berge
14,3,29.0,167,50,64,210.0,58.0,13.0,212.0,113.0,227.0,482.0,470.0,423.0,3881,2.0,67.0,26,1,135,7.0,10,4,Jack Rodwell
14,3,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Regan Slater
14,3,23.0,16,0,13,4.0,0.0,1.0,6.0,7.0,2.0,15.0,34.0,51.0,149,1.0,9.0,0,0,5,0.0,0,2,Oliver Burke
14,3,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Zak Brunt
14,1,24.0,54,17,25,60.0,31.0,10.0,45.0,17.0,45.0,0.0,0.0,0.0,785,3.0,15.0,5,0,35,5.0,6,1,Oliver McBurnie
14,1,34.0,28,7,13,17.0,7.0,6.0,7.0,1.0,3.0,0.0,0.0,0.0,233,5.0,13.0,1,1,20,14.0,3,2,Billy Sharp
14,1,32.0,30,10,10,47.0,20.0,15.0,41.0,3.0,24.0,0.0,0.0,0.0,636,4.0,10.0,2,0,33,12.0,2,2,David McGoldrick
14,1,24.0,88,31,38,81.0,24.0,11.0,25.0,8.0,17.0,0.0,0.0,0.0,585,9.0,19.0,3,0,48,21.0,9,4,Lys Mousset
15,2,30.0,96,26,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325,0.0,0.0,3,0,1,0.0,0,0,Alex McCarthy
15,2,24.0,22,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,0.0,0.0,0,0,0,0.0,0,0,Angus Gunn
15,2,32.0,107,44,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515,0.0,0.0,4,0,0,0.0,0,0,Fraser Forster
15,2,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Harry Lewis
15,0,28.0,43,14,20,0.0,0.0,0.0,74.0,62.0,273.0,208.0,280.0,150.0,1709,3.0,2.0,5,0,27,1.0,1,0,Jannik Vestergaard
15,0,26.0,93,25,40,0.0,0.0,0.0,123.0,136.0,396.0,513.0,381.0,324.0,3850,3.0,20.0,16,2,55,3.0,4,4,Jack Stephens
15,0,31.0,231,83,95,0.0,0.0,0.0,338.0,331.0,396.0,897.0,987.0,897.0,8783,29.0,817.0,31,2,211,10.0,7,15,Ryan Bertrand
15,0,20.0,1,0,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,58,0.0,1.0,0,0,0,0.0,0,0,Jake Vokins
15,0,24.0,66,22,29,0.0,0.0,0.0,113.0,154.0,390.0,327.0,351.0,239.0,2655,2.0,2.0,12,0,58,0.0,2,2,Jan Bednarek
15,0,21.0,34,11,15,0.0,0.0,0.0,62.0,35.0,86.0,121.0,176.0,202.0,621,2.0,66.0,4,1,34,5.0,2,1,Yan Valery
15,0,23.0,24,13,6,0.0,0.0,0.0,41.0,28.0,36.0,116.0,137.0,101.0,925,5.0,38.0,3,0,14,3.0,0,6,Kyle Walker-Peters
15,0,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Mohammed Salisu
15,3,22.0,20,7,11,22.0,8.0,3.0,28.0,10.0,9.0,52.0,117.0,102.0,266,3.0,21.0,4,1,26,3.0,2,2,Moussa Djenepo
15,3,29.0,183,66,67,113.0,23.0,3.0,471.0,328.0,254.0,1118.0,1000.0,921.0,7889,12.0,20.0,49,0,253,5.0,4,0,Oriol Romeu
15,3,25.0,233,80,89,249.0,102.0,15.0,262.0,188.0,249.0,914.0,613.0,874.0,6946,36.0,1110.0,28,1,193,5.0,22,22,James Ward-Prowse
15,3,28.0,60,19,26,79.0,32.0,4.0,61.0,23.0,34.0,189.0,184.0,241.0,1230,3.0,48.0,6,0,47,7.0,8,5,Stuart Armstrong
15,3,27.0,70,12,35,73.0,20.0,2.0,91.0,15.0,9.0,212.0,371.0,410.0,1328,9.0,101.0,8,0,77,5.0,3,4,Sofiane Boufal
15,3,26.0,208,53,99,382.0,129.0,15.0,253.0,113.0,74.0,901.0,924.0,1114.0,5788,37.0,525.0,12,1,155,48.0,25,18,Nathan Redmond
15,3,20.0,11,5,3,6.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,248,0.0,9.0,0,0,4,0.0,0,2,William Smallbone
15,3,21.0,2,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4,0.0,0.0,0,0,0,0.0,0,0,Nathan Tella
15,1,33.0,322,110,143,403.0,161.0,64.0,230.0,125.0,181.0,0.0,0.0,0.0,4540,25.0,307.0,28,0,395,186.0,55,23,Shane Long
15,1,28.0,113,32,47,268.0,108.0,26.0,106.0,37.0,45.0,0.0,0.0,0.0,1938,14.0,94.0,11,0,91,43.0,45,9,Danny Ings
15,1,24.0,32,13,14,41.0,13.0,11.0,6.0,2.0,9.0,0.0,0.0,0.0,282,5.0,13.0,1,0,20,11.0,4,2,Che Adams
15,1,20.0,28,10,12,20.0,8.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,156,3.0,3.0,2,0,13,4.0,4,3,Michael Obafemi
16,2,33.0,262,153,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6702,0.0,0.0,3,0,3,0.0,0,0,Hugo Lloris
16,2,28.0,43,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982,0.0,0.0,1,0,1,0.0,0,0,Paulo Gazzaniga
16,2,33.0,340,169,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6733,0.0,0.0,7,0,6,0.0,0,1,Joe Hart
16,2,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Alfie Whiteman
16,2,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Brandon Austin
16,0,31.0,176,98,42,0.0,0.0,0.0,226.0,183.0,976.0,824.0,556.0,442.0,10036,5.0,57.0,20,0,68,3.0,8,4,Toby Alderweireld
16,0,24.0,84,46,21,0.0,0.0,0.0,122.0,102.0,384.0,430.0,379.0,305.0,4901,1.0,5.0,9,1,73,1.0,1,1,Davinson Sánchez
16,0,22.0,16,8,5,0.0,0.0,0.0,38.0,11.0,50.0,62.0,96.0,59.0,642,2.0,2.0,4,1,18,0.0,1,0,Juan Foyth
16,0,27.0,58,32,13,0.0,0.0,0.0,162.0,85.0,149.0,285.0,394.0,328.0,2326,11.0,229.0,4,2,79,9.0,3,9,Serge Aurier
16,0,27.0,201,96,59,0.0,0.0,0.0,390.0,263.0,625.0,689.0,957.0,842.0,8593,20.0,587.0,26,0,162,4.0,6,15,Ben Davies
16,0,21.0,6,1,3,0.0,0.0,0.0,17.0,11.0,29.0,27.0,45.0,32.0,201,0.0,2.0,1,0,8,0.0,0,0,Japhet Tanganga
16,0,28.0,77,32,22,0.0,0.0,0.0,128.0,103.0,137.0,333.0,508.0,388.0,2970,11.0,108.0,7,0,63,6.0,8,8,Matt Doherty
16,0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Dennis Cirkin
16,0,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Cameron Carter-Vickers
16,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Sergio Reguilón
16,3,24.0,96,58,23,32.0,6.0,1.0,88.0,73.0,64.0,394.0,230.0,237.0,4198,3.0,54.0,14,0,59,2.0,2,2,Harry Winks
16,3,28.0,155,81,36,203.0,69.0,16.0,247.0,103.0,32.0,546.0,633.0,869.0,4019,28.0,374.0,26,0,213,28.0,16,23,Erik Lamela
16,3,26.0,176,102,36,114.0,27.0,6.0,286.0,257.0,530.0,729.0,822.0,703.0,9661,11.0,121.0,33,0,164,6.0,10,8,Eric Dier
16,3,31.0,235,110,83,216.0,69.0,18.0,280.0,163.0,176.0,1273.0,1069.0,1390.0,8466,34.0,459.0,36,2,276,24.0,14,24,Moussa Sissoko
16,3,20.0,41,10,25,29.0,11.0,9.0,29.0,22.0,48.0,156.0,113.0,177.0,846,6.0,79.0,0,0,24,17.0,2,6,Ryan Sessegnon
16,3,24.0,157,90,34,319.0,128.0,37.0,237.0,127.0,99.0,750.0,817.0,1078.0,5517,44.0,76.0,24,0,178,31.0,50,33,Dele Alli
16,3,23.0,23,6,10,9.0,4.0,0.0,24.0,14.0,8.0,83.0,102.0,72.0,672,1.0,13.0,4,0,15,0.0,2,2,Tanguy Ndombele
16,3,21.0,7,3,1,1.0,0.0,0.0,2.0,1.0,0.0,7.0,6.0,9.0,39,0.0,7.0,0,0,0,0.0,0,0,Gedson Fernandes
16,3,25.0,111,34,49,143.0,40.0,8.0,245.0,177.0,131.0,939.0,639.0,605.0,5860,4.0,89.0,21,2,149,2.0,4,4,Pierre-Emile Højbjerg
16,3,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Harvey White
16,3,24.0,29,11,8,19.0,3.0,1.0,51.0,9.0,17.0,124.0,140.0,151.0,995,1.0,57.0,7,0,30,0.0,0,2,Giovani Lo Celso
16,1,28.0,75,38,26,108.0,37.0,17.0,95.0,42.0,51.0,0.0,0.0,0.0,1653,7.0,43.0,6,0,62,20.0,14,5,Lucas Moura
16,1,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Jack Clarke
16,1,28.0,162,95,36,354.0,151.0,27.0,110.0,57.0,43.0,0.0,0.0,0.0,3731,32.0,242.0,4,2,65,99.0,57,29,Son Heung-Min
16,1,27.0,212,120,48,783.0,354.0,85.0,139.0,59.0,147.0,0.0,0.0,0.0,4408,38.0,178.0,26,0,208,160.0,144,24,Harry Kane
16,1,22.0,16,8,4,9.0,4.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0,265,1.0,10.0,2,0,9,0.0,3,1,Steven Bergwijn
16,1,31.0,146,62,41,435.0,161.0,21.0,220.0,240.0,295.0,0.0,0.0,0.0,4663,32.0,1021.0,15,1,86,30.0,42,20,Gareth Bale
17,2,27.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,0,0.0,0,0,Sam Johnstone
17,2,31.0,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0,0,0,0.0,0,0,David Button
17,2,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Jonathan Bond
17,0,24.0,5,0,5,0.0,0.0,0.0,3.0,9.0,12.0,11.0,27.0,23.0,117,0.0,12.0,1,0,5,1.0,0,0,Darnell Furlong
17,0,30.0,172,88,40,0.0,0.0,0.0,332.0,307.0,496.0,715.0,757.0,640.0,6012,13.0,429.0,17,2,112,13.0,2,9,Kieran Gibbs
17,0,29.0,23,6,11,0.0,0.0,0.0,32.0,26.0,115.0,59.0,95.0,50.0,776,0.0,3.0,6,0,22,2.0,0,0,Kyle Bartley
17,0,26.0,2,0,2,0.0,0.0,0.0,0.0,2.0,3.0,9.0,1.0,7.0,54,0.0,0.0,1,0,2,0.0,0,0,Semi Ajayi
17,0,27.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Conor Townsend
17,0,29.0,38,6,19,0.0,0.0,0.0,58.0,60.0,270.0,183.0,192.0,145.0,1186,0.0,10.0,4,0,24,2.0,2,0,Ahmed Hegazi
17,0,21.0,2,0,2,0.0,0.0,0.0,8.0,1.0,6.0,11.0,12.0,7.0,79,0.0,0.0,0,0,2,0.0,0,0,Dara O'Shea
17,0,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Cédric Kipré
17,0,33.0,20,7,12,0.0,0.0,0.0,39.0,18.0,53.0,70.0,78.0,54.0,342,0.0,6.0,4,0,15,0.0,0,0,Lee Peltier
17,0,36.0,261,152,50,0.0,0.0,0.0,528.0,393.0,1137.0,1154.0,1427.0,915.0,9871,20.0,520.0,55,2,293,18.0,22,20,Branislav Ivanovic
17,3,30.0,180,52,87,129.0,32.0,1.0,363.0,227.0,164.0,903.0,633.0,665.0,6813,11.0,56.0,30,1,199,3.0,7,9,Jake Livermore
17,3,29.0,110,28,55,150.0,39.0,8.0,100.0,70.0,83.0,408.0,435.0,648.0,1831,23.0,536.0,6,0,57,20.0,10,22,Matt Phillips
17,3,32.0,15,4,7,24.0,7.0,1.0,4.0,8.0,6.0,36.0,21.0,59.0,251,5.0,84.0,1,0,12,6.0,0,4,Kamil Grosicki
17,3,20.0,2,1,1,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,18,0.0,0.0,0,0,1,0.0,0,0,Rekeem Harper
17,3,28.0,2,0,2,0.0,0.0,0.0,2.0,2.0,1.0,9.0,6.0,9.0,63,0.0,0.0,0,0,1,0.0,0,0,Romaine Sawyers
17,3,22.0,20,5,9,6.0,1.0,0.0,21.0,15.0,9.0,56.0,47.0,55.0,275,0.0,15.0,5,0,16,0.0,1,0,Sam Field
17,3,22.0,2,0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0,0,0,0.0,0,0,Kyle Edwards
17,3,22.0,19,7,10,13.0,5.0,0.0,23.0,4.0,5.0,49.0,72.0,85.0,298,3.0,14.0,0,0,4,2.0,1,1,Grady Diangana
17,3,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Conor Gallagher
17,1,31.0,76,16,39,73.0,28.0,5.0,21.0,29.0,34.0,0.0,0.0,0.0,682,2.0,101.0,5,1,76,13.0,12,3,Hal Robson-Kanu
17,1,26.0,19,4,13,17.0,8.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,136,1.0,7.0,1,0,13,4.0,1,1,Kenneth Zohore
17,1,24.0,2,0,2,4.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,56,0.0,5.0,0,0,3,0.0,1,1,Matheus Pereira
17,1,31.0,106,25,55,255.0,106.0,34.0,62.0,17.0,84.0,0.0,0.0,0.0,1500,7.0,54.0,8,1,83,68.0,34,8,Charlie Austin
17,1,25.0,22,3,10,14.0,5.0,1.0,7.0,7.0,3.0,0.0,0.0,0.0,190,2.0,22.0,1,0,13,5.0,1,1,Callum Robinson
17,1,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Jamie Soule
18,2,35.0,246,91,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6328,0.0,0.0,4,1,6,0.0,0,2,Lukasz Fabianski
18,2,34.0,5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,0.0,1,0,0,0.0,0,0,David Martin
18,2,33.0,31,10,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839,0.0,0.0,1,0,0,0.0,0,0,Darren Randolph
18,2,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Nathan Trott
18,0,30.0,190,61,75,0.0,0.0,0.0,212.0,230.0,515.0,855.0,645.0,584.0,6957,27.0,752.0,23,1,88,18.0,8,18,Aaron Cresswell
18,0,29.0,40,15,19,0.0,0.0,0.0,57.0,79.0,243.0,167.0,188.0,165.0,1335,1.0,2.0,4,0,25,0.0,2,0,Fabián Balbuena
18,0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Gonçalo Cardoso
18,0,32.0,137,47,53,0.0,0.0,0.0,171.0,208.0,689.0,585.0,626.0,377.0,4633,2.0,9.0,16,0,88,1.0,4,1,Angelo Ogbonna
18,0,23.0,67,23,29,0.0,0.0,0.0,97.0,114.0,326.0,330.0,291.0,176.0,2212,3.0,1.0,12,0,49,4.0,4,1,Issa Diop
18,0,27.0,44,13,22,0.0,0.0,0.0,122.0,41.0,109.0,170.0,234.0,169.0,1358,5.0,89.0,14,0,38,2.0,1,4,Ryan Fredericks
18,0,26.0,81,26,33,0.0,0.0,0.0,196.0,102.0,140.0,458.0,506.0,419.0,2578,7.0,197.0,12,1,72,2.0,0,6,Arthur Masuaku
18,0,20.0,4,1,1,1.0,0.0,0.0,9.0,4.0,13.0,13.0,18.0,20.0,135,0.0,11.0,0,0,8,0.0,0,0,Ben Johnson
18,0,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Ajibola Alese
18,0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Harrison Ashby
18,3,27.0,63,20,32,81.0,33.0,5.0,136.0,63.0,22.0,339.0,366.0,387.0,2567,14.0,155.0,4,0,44,7.0,10,8,Felipe Anderson
18,3,27.0,122,39,49,195.0,61.0,11.0,123.0,118.0,30.0,682.0,533.0,513.0,5096,18.0,257.0,19,0,50,20.0,20,13,Manuel Lanzini
18,3,33.0,160,43,78,250.0,88.0,16.0,265.0,106.0,105.0,623.0,864.0,1119.0,4715,35.0,1090.0,30,0,199,27.0,26,23,Robert Snodgrass
18,3,33.0,383,130,158,332.0,114.0,3.0,860.0,566.0,264.0,2330.0,1607.0,1534.0,17862,35.0,958.0,81,5,380,27.0,46,35,Mark Noble
18,3,24.0,38,10,19,37.0,11.0,2.0,47.0,26.0,8.0,160.0,92.0,158.0,893,4.0,63.0,3,0,19,7.0,2,5,Pablo Fornals
18,3,28.0,182,87,52,140.0,50.0,12.0,217.0,153.0,53.0,915.0,926.0,793.0,7494,32.0,239.0,36,2,169,10.0,8,18,Jack Wilshere
18,3,21.0,101,33,44,59.0,14.0,3.0,254.0,160.0,180.0,681.0,489.0,362.0,3942,2.0,39.0,11,0,64,3.0,3,3,Declan Rice
18,3,24.0,3,2,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4,0.0,0.0,0,0,0,0.0,0,0,Josh Cullen
18,3,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Conor Coventry
18,1,30.0,135,46,56,307.0,117.0,35.0,120.0,126.0,123.0,479.0,926.0,1066.0,2689,21.0,322.0,14,1,153,60.0,37,14,Michail Antonio
18,1,30.0,34,10,16,38.0,17.0,3.0,18.0,8.0,7.0,0.0,0.0,0.0,626,7.0,35.0,5,0,25,9.0,7,1,Andriy Yarmolenko
18,1,23.0,22,4,15,32.0,7.0,3.0,24.0,19.0,4.0,0.0,0.0,0.0,328,4.0,71.0,0,0,8,1.0,1,4,Jarrod Bowen
18,1,26.0,34,9,18,58.0,28.0,6.0,22.0,8.0,26.0,0.0,0.0,0.0,779,2.0,8.0,1,0,49,19.0,7,1,Sébastien Haller
18,1,23.0,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0,0,0.0,0,0,Xande Silva
18,1,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Emmanuel Longelo
19,2,32.0,77,31,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530,0.0,0.0,0,0,0,0.0,0,0,Rui Patrício
19,2,33.0,119,33,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580,0.0,0.0,3,1,1,0.0,0,0,John Ruddy
19,0,29.0,60,24,18,0.0,0.0,0.0,147.0,116.0,285.0,336.0,425.0,214.0,2779,5.0,2.0,3,2,55,4.0,4,1,Willy Boly
19,0,27.0,79,33,23,0.0,0.0,0.0,71.0,62.0,251.0,504.0,160.0,116.0,3617,2.0,0.0,10,0,28,0.0,0,0,Conor Coady
19,0,26.0,68,27,19,0.0,0.0,0.0,170.0,113.0,82.0,329.0,367.0,382.0,2162,3.0,100.0,10,0,57,7.0,3,3,Jonny
19,0,21.0,34,14,10,0.0,0.0,0.0,40.0,26.0,31.0,102.0,107.0,116.0,556,3.0,83.0,2,0,19,1.0,0,0,Rúben Vinagre
19,0,23.0,4,2,1,0.0,0.0,0.0,4.0,4.0,7.0,9.0,17.0,11.0,101,0.0,0.0,0,0,2,0.0,0,0,Maximilian Kilman
19,0,22.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14,0.0,0.0,0,0,0,0.0,0,0,Oskar Buur
19,0,31.0,2,1,1,0.0,0.0,0.0,2.0,2.0,3.0,4.0,11.0,5.0,37,0.0,1.0,1,0,1,0.0,0,0,Marçal
19,0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Ki-Jana Hoever
19,3,23.0,75,30,23,137.0,26.0,0.0,139.0,131.0,77.0,601.0,263.0,290.0,4024,7.0,61.0,17,0,66,0.0,6,5,Rúben Neves
19,3,24.0,11,5,2,12.0,3.0,0.0,7.0,2.0,1.0,17.0,28.0,30.0,143,4.0,9.0,0,0,6,3.0,1,2,Daniel Podence
19,3,30.0,54,24,16,38.0,15.0,6.0,97.0,87.0,187.0,276.0,326.0,225.0,2453,4.0,18.0,17,1,72,2.0,5,1,Romain Saïss
19,3,34.0,78,32,23,40.0,9.0,0.0,210.0,91.0,59.0,530.0,340.0,405.0,3778,16.0,422.0,11,0,95,3.0,2,14,João Moutinho
19,3,25.0,59,26,15,37.0,15.0,8.0,124.0,61.0,92.0,246.0,328.0,271.0,1966,2.0,16.0,6,0,43,1.0,6,0,Leander Dendoncker
19,3,20.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5,0.0,0.0,0,0,0,0.0,0,0,Vitinha
19,3,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Meritan Shabani
19,1,20.0,31,14,7,19.0,6.0,3.0,11.0,9.0,3.0,0.0,0.0,0.0,399,5.0,52.0,3,0,16,5.0,3,4,Pedro Neto
19,1,29.0,78,32,23,237.0,82.0,20.0,51.0,43.0,75.0,0.0,0.0,0.0,2108,26.0,57.0,7,0,81,52.0,32,13,Raúl Jiménez
19,1,24.0,105,27,47,78.0,21.0,6.0,86.0,27.0,26.0,0.0,0.0,0.0,1434,13.0,327.0,4,0,80,13.0,5,12,Adama Traoré
19,1,18.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0.0,0,0,Fábio Silva
19,1,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,Leonardo Campana
